category,number,class,visualFamily,disposition,reason,source,cell
Resources,659,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,658
Resources,660,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,659
Resources,661,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,660
Resources,662,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,661
Resources,663,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,662
Resources,664,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,663
Resources,665,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,664
Resources,666,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,665
Resources,667,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,666
Resources,668,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,667
Resources,669,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,668
Resources,670,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,669
Resources,671,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,670
Resources,672,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,671
Resources,673,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,672
Resources,674,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,673
Resources,675,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,674
Resources,676,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,675
Resources,677,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,676
Resources,678,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,677
Resources,679,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,678
Resources,680,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,679
Resources,681,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,680
Resources,682,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,681
Resources,683,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,682
Resources,684,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,683
Resources,685,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,684
Resources,686,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,685
Resources,687,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,686
Resources,688,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,687
Resources,689,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,688
Resources,690,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,689
Resources,691,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,690
Resources,692,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,691
Resources,693,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,692
Resources,694,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,693
Resources,695,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,694
Resources,696,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,695
Resources,697,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,696
Resources,698,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,697
Resources,699,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,698
Resources,700,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,699
Resources,701,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,700
Resources,702,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,701
Resources,703,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,702
Resources,704,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,703
Resources,705,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,704
Resources,706,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,705
Resources,707,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,706
Resources,708,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,707
Resources,709,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,708
Resources,710,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,709
Resources,711,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,710
Resources,712,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,711
Resources,713,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,712
Resources,714,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,713
Resources,715,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,714
Resources,716,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,715
Resources,717,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,716
Resources,718,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,717
Resources,719,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,718
Resources,720,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,719
Resources,721,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,720
Resources,722,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,721
Resources,723,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,722
Resources,724,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,723
Resources,725,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,724
Resources,726,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,725
Resources,727,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,726
Resources,728,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,727
Resources,729,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,728
Resources,730,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,729
Resources,731,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,730
Resources,732,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,731
Resources,733,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,732
Resources,734,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,733
Resources,735,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,734
Resources,736,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,735
Resources,737,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,736
Resources,738,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,737
Resources,739,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,738
Resources,740,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,739
Resources,741,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,740
Resources,742,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,741
Resources,743,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,742
Resources,744,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,743
Resources,745,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,744
Resources,746,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,745
Resources,747,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,746
Resources,748,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,747
Resources,749,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,748
Resources,750,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,749
Resources,751,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,750
Resources,752,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,751
Resources,753,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,752
Resources,754,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,753
Resources,755,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,754
Resources,756,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,755
Resources,757,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,756
Resources,758,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,757
Resources,759,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,758
Resources,760,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,759
Resources,761,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,760
Resources,762,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,761
Resources,763,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,762
Resources,764,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,763
Resources,765,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,764
Resources,766,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,765
Resources,767,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,766
Resources,768,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,767
Resources,769,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,768
Resources,770,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,769
Resources,771,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,770
Resources,772,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,771
Resources,773,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,772
Resources,774,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,773
Resources,775,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,774
Resources,776,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,775
Resources,777,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,776
Resources,778,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,777
Resources,779,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,778
Resources,780,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,779
Resources,781,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,780
Resources,782,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,781
Resources,783,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,782
Resources,784,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,783
Resources,785,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,784
Resources,786,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,785
Resources,787,crafting material,gem / textile / spool / leather / powder,reference,Colour is not proof of material; only explicit item mappings have material identity,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Resources/16x16/Resources_all_16x16.png,786
